Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,6,21/02/2018 02:12:26,30015,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,66.63334999,30015.0,0.0,30015,30015,30015,30015.0,0.0,30015,30015,0,0.0,0.0,0,0,0,0,0,0,40,0,66.63334999,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:13:48,3809,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,525.0721974,3809.0,0.0,3809,3809,3809,3809.0,0.0,3809,3809,0,0.0,0.0,0,0,0,0,0,0,40,0,525.0721974,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:11:12,15445,3,4,247,935,247,0,82.33333333,142.6055165,935,0,233.75,467.5,76529.62124,453.2211072,2574.166667,5670.742894,14126,6,14479,7239.5,9738.981697,14126,353,15439,5146.333333,8097.07863,14481,20,0,0,0,0,72,92,194.2376174,258.9834898,0,935,147.75,329.6304208,108656.2143,0,0,1,1,0,0,0,1,1,168.8571429,82.33333333,233.75,0,0,0,0,0,0,3,247,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:15:57,20029,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,99.85520995,20029.0,0.0,20029,20029,20029,20029.0,0.0,20029,20029,0,0.0,0.0,0,0,0,0,0,0,40,0,99.85520995,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:12:47,7842,3,4,315,935,315,0,105.0,181.8653348,935,0,233.75,467.5,159398.1127,892.6294313,1307.0,2791.714814,6989,3,7273,3636.5,4741.150968,6989,284,7838,2612.666667,4043.340739,7272,25,0,0,0,0,72,92,382.5554705,510.0739607,0,935,156.25,333.4104078,111162.5,0,0,1,1,0,0,0,1,1,178.5714286,105.0,233.75,0,0,0,0,0,0,3,315,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:14:49,10471,3,4,311,935,311,0,103.6666667,179.5559337,935,0,233.75,467.5,118995.3204,668.513036,1745.166667,3756.020203,9387,3,9658,4829.0,6445.985417,9387,271,10468,3489.333333,5356.97679,9659,19,0,0,0,0,72,92,286.5055869,382.0074491,0,935,155.75,333.1412184,110983.0714,0,0,1,1,0,0,0,1,1,178.0,103.6666667,233.75,0,0,0,0,0,0,3,311,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:16:27,12559,3,4,349,935,349,0,116.3333333,201.4952439,935,0,233.75,467.5,102237.4393,557.3692173,2093.166667,4755.783991,11794,3,12104,6052.0,8120.414275,11794,310,12556,4185.333333,6865.113425,12109,20,0,0,0,0,72,92,238.8725217,318.4966956,0,935,160.5,335.9302649,112849.1429,0,0,1,1,0,0,0,1,1,183.4285714,116.3333333,233.75,0,0,0,0,0,0,3,349,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:29:54,14921,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,134.0392735,14921.0,0.0,14921,14921,14921,14921.0,0.0,14921,14921,0,0.0,0.0,0,0,0,0,0,0,40,0,134.0392735,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:11:24,15855,3,4,312,935,312,0,104.0,180.133284,935,0,233.75,467.5,78650.26805,441.5011038,2642.5,6142.891461,15178,2,15491,7745.5,10511.1423,15178,313,15853,5284.333333,8853.451775,15506,26,0,0,0,0,72,92,189.2147588,252.286345,0,935,155.875,333.2079735,111027.5536,0,0,1,1,0,0,0,1,1,178.1428571,104.0,233.75,0,0,0,0,0,0,3,312,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:15:20,9865,3,4,334,935,334,0,111.3333333,192.8349899,935,0,233.75,467.5,128636.594,709.5793208,1644.166667,3638.532254,9061,4,9359,4679.5,6196.376724,9061,298,9859,3286.333333,5262.164035,9357,26,0,0,0,0,72,92,304.1054232,405.4738976,0,935,158.625,334.7676966,112069.4107,0,0,1,1,0,0,0,1,1,181.2857143,111.3333333,233.75,0,0,0,0,0,0,3,334,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:32:15,1280,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1562.5,1280.0,0.0,1280,1280,1280,1280.0,0.0,1280,1280,0,0.0,0.0,0,0,0,0,0,0,40,0,1562.5,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:20:19,6521,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,306.7014262,6521.0,0.0,6521,6521,6521,6521.0,0.0,6521,6521,0,0.0,0.0,0,0,0,0,0,0,40,0,306.7014262,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:12:46,12984,3,4,315,935,315,0,105.0,181.8653348,935,0,233.75,467.5,96272.33518,539.125077,2164.0,4590.721076,11487,3,11750,5875.0,7936.566512,11487,263,12980,4326.666667,6454.903898,11749,26,0,0,0,0,72,92,231.0536044,308.0714726,0,935,156.25,333.4104078,111162.5,0,0,1,1,0,0,0,1,1,178.5714286,105.0,233.75,0,0,0,0,0,0,3,315,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:16:03,8248,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,242.4830262,8248.0,0.0,8248,8248,8248,8248.0,0.0,8248,8248,0,0.0,0.0,0,0,0,0,0,0,40,0,242.4830262,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:32:11,1336,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1497.005988,1336.0,0.0,1336,1336,1336,1336.0,0.0,1336,1336,0,0.0,0.0,0,0,0,0,0,0,40,0,1497.005988,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:21:24,5899,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,339.0405153,5899.0,0.0,5899,5899,5899,5899.0,0.0,5899,5899,0,0.0,0.0,0,0,0,0,0,0,40,0,339.0405153,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:17:06,2586,3,4,289,935,289,0,96.33333333,166.8542278,935,0,233.75,467.5,473317.8654,2706.883217,431.0,646.2949791,1658,8,2282,1141.0,731.1484117,1658,624,2578,859.3333333,1240.113436,2284,22,0,0,0,0,72,92,1160.092807,1546.79041,0,935,153.0,331.7645465,110067.7143,0,0,1,1,0,0,0,1,1,174.8571429,96.33333333,233.75,0,0,0,0,0,0,3,289,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:23:22,2449,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,816.6598612,2449.0,0.0,2449,2449,2449,2449.0,0.0,2449,2449,0,0.0,0.0,0,0,0,0,0,0,40,0,816.6598612,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:15:08,6852,3,4,299,935,299,0,99.66666667,172.6277305,935,0,233.75,467.5,180093.4034,1021.599533,1142.0,2494.309684,6226,7,6518,3259.0,4195.97164,6226,292,6845,2281.666667,3672.9313,6520,29,0,0,0,0,72,92,437.8283713,583.7711617,0,935,154.25,332.3684487,110468.7857,0,0,1,1,0,0,0,1,1,176.2857143,99.66666667,233.75,0,0,0,0,0,0,3,299,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:11:45,15899,3,4,288,935,288,0,96.0,166.2768775,935,0,233.75,467.5,76923.07692,440.2792628,2649.833333,5927.194359,14729,3,14989,7494.5,10231.12802,14729,260,15896,5298.666667,8408.350155,14995,19,0,0,0,0,72,92,188.6911126,251.5881502,0,935,152.875,331.7061684,110028.9821,0,0,1,1,0,0,0,1,1,174.7142857,96.0,233.75,0,0,0,0,0,0,3,288,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:24:02,3936,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,508.1300813,3936.0,0.0,3936,3936,3936,3936.0,0.0,3936,3936,0,0.0,0.0,0,0,0,0,0,0,40,0,508.1300813,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
80,6,21/02/2018 02:33:24,2057,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,972.2897423,2057.0,0.0,2057,2057,2057,2057.0,0.0,2057,2057,0,0.0,0.0,0,0,0,0,0,0,40,0,972.2897423,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
